,Unnamed: 0,killed_by,killer_placement,killer_position_x,killer_position_y,time,victim_placement,victim_position_x,victim_position_y
3874,13975,Punch,14.0,204729.8,168265.8,203,6.0,204721.0,168149.3
3875,13786,Down and Out,10.0,160424.1,294270.5,203,25.0,160516.5,294006.2
3876,21336,P92,20.0,354764.3,398220.2,203,24.0,354820.6,398276.5
3877,1630,M416,24.0,462530.7,640869.3,203,19.0,464099.2,641799.3
3878,10588,Down and Out,12.0,336951.9,167539.0,203,26.0,340745.8,165861.0
3879,11598,AKM,25.0,367758.1,417263.9,203,41.0,365604.6,415687.9
3880,9303,Down and Out,19.0,560230.8,129138.1,203,,556172.8,132909.5
3884,1664,Down and Out,11.0,337516.9,164419.5,203,25.0,335769.5,166220.9
3882,452,S686,36.0,336797.3,171051.2,203,41.0,336512.7,170856.9
3883,10574,M16A4,12.0,341555.9,167280.2,203,26.0,341714.0,167660.4
3885,17364,Grenade,26.0,549265.5,626273.8,203,26.0,549265.5,626273.8
3886,1682,Vector,11.0,335156.4,164568.8,203,25.0,335522.4,166446.3
3887,8512,Punch,1.0,724539.5,447172.3,203,23.0,724626.4,447247.9
3888,2421,Micro UZI,21.0,563393.1,623615.5,203,40.0,563381.9,623356.8
3873,5169,Down and Out,14.0,432711.6,451085.3,203,11.0,432934.5,450966.5
3881,11283,M16A4,3.0,149582.5,598260.6,203,15.0,148874.5,597668.6
3872,18105,Drown,4.0,342026.3,315622.6,203,26.0,344212.3,315407.7
3866,11637,Down and Out,25.0,370342.9,418476.2,203,41.0,368204.9,417380.0
3870,13204,Down and Out,6.0,629282.9,481361.8,203,50.0,629251.6,481135.8
3854,5207,M16A4,2.0,527464.7,242390.0,203,22.0,527944.4,242960.3
3855,13816,UMP9,10.0,160355.7,294274.4,203,25.0,160402.6,294380.1
3871,22592,UMP9,21.0,609239.4,479530.2,203,26.0,608382.8,480762.3
3857,10694,M416,24.0,685415.8,462526.5,203,39.0,685567.0,462204.8
3858,22727,P92,23.0,401544.9,140674.0,203,20.0,401630.1,140718.3
3859,1698,Down and Out,11.0,336772.4,164638.8,203,25.0,335372.6,166052.3
3860,9042,Tommy Gun,35.0,401522.6,354418.3,203,41.0,398613.8,354410.6
3861,22669,Micro UZI,26.0,288617.6,567105.7,203,21.0,288049.3,567099.0
3856,3227,AKM,7.0,561721.0,133911.6,203,25.0,558024.7,131530.7
3863,10318,AKM,9.0,389606.0,288172.7,203,22.0,390273.8,288059.5
3864,1691,UMP9,12.0,464038.1,650827.1,203,24.0,464127.1,649794.7
3865,4889,M16A4,25.0,424214.8,326848.1,203,27.0,424059.1,325303.4
3867,22214,P92,66.0,432079.3,641163.8,203,67.0,431943.3,640678.4
3868,10176,AKM,10.0,372246.3,413574.4,203,25.0,372638.7,413785.3
3869,19294,S1897,8.0,370808.3,399162.3,203,13.0,370537.6,399070.6
3862,11468,S686,45.0,365609.6,395138.5,203,68.0,365371.8,394415.8
3903,9081,P92,26.0,362873.0,393411.9,204,24.0,362745.3,393463.8
3904,10538,M16A4,14.0,435580.3,338820.6,204,21.0,435832.1,338261.2
3905,18150,M16A4,1.0,437047.6,332363.9,204,74.0,418263.5,326122.6
3906,3501,Falling,,,,204,50.0,548042.6,624383.4
3907,12997,S686,19.0,534314.8,233288.8,204,27.0,534428.4,233179.0
3911,8480,S12K,27.0,616174.6,613336.8,204,20.0,616466.2,613075.0
3910,4681,M16A4,14.0,332124.2,163554.6,204,27.0,336818.8,166290.9
3912,3573,UMP9,20.0,601036.4,478565.8,204,17.0,601501.7,478680.6
3913,16401,S686,24.0,368501.6,408118.3,204,18.0,370956.3,408367.6
3902,15965,S686,15.0,374182.6,414365.8,204,26.0,373300.9,413307.3
3909,10735,S12K,23.0,626007.7,378671.5,204,41.0,626164.8,378762.6
3901,3127,P92,19.0,608046.1,477607.2,204,31.0,607423.7,477494.9
3908,13267,S12K,21.0,628920.1,616349.6,204,37.0,628216.9,616373.0
3899,7106,S12K,32.0,216711.2,272196.8,204,25.0,214989.2,272315.1
3889,1592,M416,43.0,575519.9,124480.1,204,19.0,575626.3,124989.2
3891,4657,AKM,5.0,599220.9,480526.3,204,25.0,599390.0,480378.6
3892,12654,S1897,41.0,340180.8,165458.9,204,40.0,340312.0,165327.2
3893,9229,Micro UZI,15.0,169626.8,625752.9,204,39.0,169279.3,625664.8
3900,10583,S1897,22.0,619793.7,297587.6,204,23.0,619892.4,298429.8
3890,5210,AKM,19.0,374026.9,416925.1,204,26.0,374309.6,416539.6
3895,4692,Down and Out,14.0,333206.6,160477.8,204,27.0,334074.0,170479.6
3896,17584,Down and Out,22.0,412445.9,478971.2,204,21.0,411602.9,481049.9
3897,22915,S1897,38.0,421887.7,323732.1,204,44.0,420587.3,323776.8
3898,1030,AKM,23.0,705195.0,343838.8,204,25.0,705371.8,342102.0
3894,3995,M16A4,14.0,400802.8,281997.3,204,33.0,400852.1,281900.5
3927,14910,S1897,21.0,199788.6,289881.2,205,25.0,201371.0,288922.7
3935,15712,P92,48.0,155757.1,275990.8,205,81.0,155766.0,275939.7
3934,23373,Tommy Gun,23.0,423351.1,328308.4,205,27.0,422478.8,328281.7
3933,16841,Down and Out,17.0,213563.2,397635.8,205,15.0,203053.9,421532.8
3932,7181,Down and Out,18.0,157588.4,601132.4,205,8.0,157355.3,601395.3
3931,11880,AKM,22.0,568153.9,121766.6,205,42.0,567629.4,122429.6
3930,7560,S1897,17.0,395727.3,294545.4,205,22.0,395728.8,294131.8
3929,12961,AKM,12.0,409519.5,286920.9,205,,409511.8,287096.3
3928,1763,SCAR-L,19.0,387637.3,118975.5,205,23.0,387396.9,118593.7
3925,22287,P92,15.0,356055.2,404870.7,205,19.0,355735.3,405127.8
3926,1561,Punch,39.0,700177.4,339775.6,205,37.0,700003.0,339859.2
3923,16767,Tommy Gun,21.0,358007.0,403256.3,205,13.0,358254.8,402746.5
3924,3261,M16A4,21.0,625612.4,303072.0,205,17.0,625155.6,303070.5
3914,21068,S1897,9.0,605762.8,487848.5,205,39.0,605838.6,487648.1
3915,5988,AKM,10.0,468798.5,646709.7,205,27.0,468646.2,647909.0
3917,23886,SCAR-L,7.0,641016.4,468700.1,205,75.0,640800.4,468887.9
3918,23881,Mini 14,4.0,370106.1,166702.0,205,76.0,370226.5,167641.0
3916,5462,M16A4,42.0,439468.6,636261.1,205,44.0,431241.7,628807.6
3920,457,SKS,36.0,337425.9,171268.6,205,41.0,336587.5,171296.5
3921,24298,S12K,5.0,431459.8,636067.1,205,16.0,431569.3,635820.4
3922,21577,P1911,19.0,369202.8,508147.8,205,45.0,368285.6,508121.2
3919,21506,Micro UZI,23.0,600148.2,603917.1,205,35.0,600200.9,604120.9
3959,23794,AKM,49.0,423630.1,326839.7,206,70.0,423631.3,326319.1
3955,23682,Down and Out,21.0,361002.8,394993.2,206,27.0,360754.2,394940.5
3956,1441,M416,19.0,436587.6,638303.9,206,29.0,436004.6,638215.5
3954,21434,SKS,37.0,446736.4,620033.8,206,19.0,445801.9,620918.7
3957,23685,Micro UZI,21.0,361117.3,395528.5,206,27.0,361036.2,394983.8
3958,2184,S12K,34.0,569550.0,381204.2,206,68.0,569009.6,381348.7
3960,15612,DP-28,25.0,434376.7,637740.6,206,9.0,434474.8,637025.4
3964,9605,Hit by Car,20.0,391100.1,397237.2,206,13.0,390966.8,396725.2
3961,11305,Down and Out,10.0,179951.6,458511.9,206,45.0,173193.8,461996.9
3962,18546,M16A4,22.0,468083.6,641422.1,206,39.0,466143.0,641637.3
3963,6806,UMP9,24.0,418778.6,607061.8,206,29.0,420757.7,606593.9
3965,16025,S686,23.0,435049.9,624725.8,206,18.0,435317.2,624286.7
3966,2325,M416,2.0,629697.1,616449.6,206,83.0,627958.8,611561.8
3953,16121,AKM,15.0,699263.0,336937.1,206,39.0,700033.4,336557.8
3967,13854,Down and Out,26.0,165908.7,276780.1,206,24.0,168904.2,277789.9
3952,6373,AKM,35.0,468587.3,640617.1,206,19.0,468584.1,641274.6
3942,11290,M416,10.0,173144.0,462002.3,206,45.0,172455.5,462991.2
3950,12297,P1911,11.0,241969.5,436296.9,206,6.0,241929.6,436725.9
3951,16422,Micro UZI,27.0,599124.1,475356.9,206,12.0,600653.6,473961.4
3936,13833,AKM,12.0,160997.2,276371.7,206,24.0,160867.5,275096.5
3937,5274,S1897,29.0,370640.1,413062.5,206,43.0,371617.3,411751.5
3938,14819,AKM,20.0,396246.3,293792.2,206,19.0,396015.7,294199.8
3940,8882,M16A4,7.0,442951.4,338251.2,206,12.0,442962.6,338534.7
3941,20418,SKS,33.0,464255.1,641313.1,206,45.0,464895.2,641600.6
3939,9084,S12K,24.0,362838.7,393771.1,206,26.0,362715.1,393633.8
3944,20417,Down and Out,33.0,463423.2,640954.4,206,45.0,464429.6,641412.8
3945,14909,P1911,15.0,364438.8,399062.7,206,21.0,364295.8,399243.4
3946,8672,Down and Out,25.0,621311.6,296968.4,206,26.0,621044.8,297314.9
3947,9146,Down and Out,24.0,362203.8,393647.1,206,26.0,361996.8,393591.9
3948,18570,Down and Out,22.0,462857.0,641212.9,206,39.0,466264.8,641605.4
3949,7804,S1897,27.0,539020.4,461036.0,206,15.0,541451.9,460580.9
3943,19729,M16A4,10.0,603801.5,598705.3,206,44.0,608811.2,598685.8
3992,17387,M16A4,24.0,697128.9,455808.9,207,25.0,694699.8,455098.8
3986,19809,Mini 14,34.0,157606.7,275539.2,207,37.0,157816.9,275635.1
3987,10578,S1897,25.0,423467.9,324749.2,207,9.0,423092.2,324677.0
3988,19469,Punch,18.0,398334.5,409369.6,207,26.0,398324.6,409449.2
3990,18768,M16A4,41.0,366248.4,411614.7,207,40.0,366206.8,411379.9
3991,17388,Down and Out,23.0,690571.9,459380.6,207,25.0,693566.0,456261.5
3993,15968,Down and Out,15.0,375988.9,416063.5,207,17.0,372609.6,414203.1
4000,22869,Mini 14,15.0,314023.8,325728.2,207,43.0,314849.7,325498.8
3995,14866,M16A4,15.0,364330.5,399441.8,207,21.0,365171.2,398564.0
3996,13236,Falling,,,,207,39.0,529737.6,250536.0
3997,9989,Tommy Gun,24.0,712997.3,328571.5,207,26.0,713997.6,329440.1
3998,11765,S1897,41.0,447959.2,295463.5,207,39.0,447845.8,295798.3
3999,18870,S686,13.0,433770.0,451452.9,207,25.0,432792.3,451575.4
3985,6796,AKM,1.0,279287.3,561748.2,207,40.0,281906.8,559362.2
3994,12979,Micro UZI,20.0,406132.3,291901.4,207,21.0,405835.1,291903.8
3984,15999,UMP9,21.0,358498.3,517779.9,207,25.0,358503.2,518018.2
3989,22660,UMP9,5.0,432077.9,447528.0,207,19.0,432243.3,447841.1
3982,18450,S1897,44.0,364724.9,417704.8,207,73.0,365464.6,419259.9
3968,19927,S1897,23.0,153585.7,315493.2,207,15.0,153378.8,315596.8
3969,3022,M416,19.0,466766.3,642605.4,207,39.0,466284.3,642474.9
3970,16555,S12K,11.0,570026.6,380220.0,207,41.0,570305.0,380649.3
3971,7024,P92,29.0,372867.2,127304.5,207,36.0,372708.0,126868.6
3973,7874,UMP9,30.0,431825.2,628402.8,207,33.0,432125.8,628056.4
3974,17188,S12K,20.0,573953.7,380363.6,207,25.0,0.0,0.0
3975,16554,Down and Out,11.0,571475.6,379018.5,207,41.0,570694.1,380453.2
3972,2304,UMP9,31.0,570345.4,350380.4,207,82.0,568537.3,348196.2
3977,5811,SCAR-L,32.0,401475.2,278126.8,207,42.0,399320.3,276513.6
3978,20116,S1897,34.0,364808.1,394806.4,207,26.0,364726.6,394633.4
3983,18827,S686,14.0,599403.6,469030.2,207,23.0,599558.9,468655.2
3979,24800,Micro UZI,24.0,362562.9,412931.2,207,25.0,363251.9,414668.8
3980,18935,M16A4,17.0,391100.8,350093.9,207,39.0,391548.0,350493.4
3981,11912,AKM,4.0,420564.4,324790.5,207,41.0,421094.9,324718.3
3976,22388,AKM,1.0,568851.1,388349.2,207,37.0,568412.0,387609.1
4010,13307,M16A4,27.0,627846.6,378472.8,208,41.0,626167.3,378190.8
4015,10198,UMP9,8.0,216562.2,272067.1,208,27.0,217269.5,273089.3
4014,20364,S1897,31.0,449654.8,617229.6,208,,449698.4,617486.6
4013,429,S686,10.0,450557.9,628897.1,208,37.0,450691.7,628900.1
4012,12316,Punch,17.0,368687.2,399968.2,208,,368781.3,400049.5
4011,17494,P1911,9.0,468928.9,643832.8,208,39.0,469085.9,639839.9
4009,13298,Down and Out,27.0,627838.7,378479.0,208,41.0,626145.3,378213.8
4006,9310,VSS,4.0,365447.1,405861.9,208,37.0,365083.2,406070.7
4007,10243,SKS,16.0,620810.8,382770.5,208,2.0,620686.9,382749.4
4005,21236,SCAR-L,6.0,436696.6,622411.4,208,24.0,445628.2,622305.5
4004,12959,SCAR-L,23.0,395555.9,292088.2,208,21.0,395728.2,292224.5
4003,14183,Grenade,41.0,176793.9,302756.8,208,41.0,176793.9,302756.8
4002,15686,S686,63.0,277914.9,566502.2,208,80.0,279053.2,566329.6
4001,9325,S1897,23.0,435755.9,338278.5,208,35.0,435858.9,338282.3
4008,18166,UMP9,53.0,420085.7,324726.9,208,73.0,418543.3,324644.7
4032,23663,S686,26.0,391856.2,282180.1,209,37.0,390856.8,283815.3
4033,22216,AKM,65.0,435306.8,637030.9,209,66.0,431828.0,640680.9
4034,24519,AKM,6.0,196483.7,281578.8,209,22.0,196554.5,282417.2
4035,15708,S12K,60.0,437662.6,623427.9,209,79.0,437232.2,623590.8
4036,23137,S12K,6.0,162537.9,278348.0,209,24.0,162719.5,278528.6
4040,4642,Falling,7.0,389735.2,357646.2,209,7.0,389735.2,357646.2
4038,12321,Uaz,19.0,191950.7,298984.1,209,22.0,201849.5,293098.6
4039,22303,Down and Out,15.0,355569.5,405143.8,209,19.0,355613.6,405064.1
4041,4303,Punch,18.0,450969.6,621248.6,209,21.0,450951.0,621326.8
4042,3037,S1897,40.0,422859.2,324644.2,209,26.0,422996.3,324852.2
4031,24444,S12K,7.0,630679.3,375437.2,209,18.0,631890.0,375381.1
4037,23312,SCAR-L,1.0,466167.8,642704.4,209,15.0,466152.8,642910.8
4030,23655,M416,26.0,389329.6,286346.4,209,37.0,389633.9,286534.3
4022,18666,AKM,12.0,444585.9,627693.3,209,24.0,444339.2,628505.9
4028,2183,UMP9,25.0,437562.9,636884.7,209,67.0,437827.1,637433.3
4029,18673,Down and Out,12.0,445249.0,626088.7,209,24.0,445022.2,627886.3
4016,20817,M416,21.0,199077.8,287165.6,209,26.0,198943.2,288697.8
4017,20360,Down and Out,31.0,449654.8,617229.6,209,,449748.8,617406.4
4018,5467,M16A4,42.0,439468.6,636261.1,209,44.0,430911.2,628853.1
4020,19194,Hit by Car,22.0,559490.0,418802.9,209,23.0,559257.4,419051.3
4021,23482,UMP9,65.0,623183.9,304612.3,209,71.0,616966.1,312191.2
4019,550,M16A4,29.0,217666.6,469192.4,209,88.0,0.0,0.0
4023,15698,UMP9,8.0,365560.6,407626.8,209,78.0,365815.9,407599.2
4024,1580,M16A4,42.0,575436.4,127187.0,209,43.0,574752.3,125924.1
4025,17474,Down and Out,40.0,349805.8,130186.0,209,7.0,349861.7,130128.5
4026,9572,Down and Out,20.0,636303.9,466736.0,209,22.0,634299.6,464017.3
4027,4677,S1897,5.0,590496.9,480859.5,209,25.0,590942.8,481116.1
4067,23716,Down and Out,28.0,573673.7,383123.1,210,28.0,574390.8,382164.0
4063,8483,S1897,15.0,364278.3,415316.3,210,19.0,364288.3,414486.8
4064,22654,S686,7.0,437386.0,623145.8,210,23.0,437609.4,623337.6
4077,23722,Kar98k,10.0,574722.9,381914.3,210,28.0,574606.3,382130.9
4066,2233,AKM,30.0,481249.3,295213.2,210,66.0,480860.6,295662.2
4062,1428,M16A4,18.0,574090.3,134144.3,210,35.0,574827.6,134204.7
4068,16195,Falling,49.0,172621.9,285733.1,210,73.0,172796.9,285949.6
4075,5652,S1897,1.0,218030.9,283422.1,210,20.0,218192.8,283536.7
4070,24255,SCAR-L,1.0,544265.6,238764.4,210,21.0,544117.0,238522.3
4071,7514,SKS,3.0,688022.4,461947.3,210,16.0,686998.4,462003.2
4072,9709,S1897,22.0,420638.2,324754.2,210,71.0,420209.6,325511.0
4073,10181,Down and Out,17.0,688803.0,462050.5,210,15.0,695392.9,457176.1
4074,5322,SKS,66.0,202764.9,291922.1,210,76.0,202514.8,291922.2
4076,14582,AKM,19.0,573038.4,384237.6,210,24.0,573499.5,383574.1
4061,11665,SKS,11.0,620584.0,304986.2,210,40.0,619414.2,304419.8
4069,23715,Down and Out,10.0,574585.5,381826.3,210,28.0,574129.2,382427.0
4060,6708,UMP9,23.0,395873.5,355833.1,210,68.0,395822.3,356067.7
4065,1695,P1911,19.0,463699.7,640364.8,210,24.0,463388.6,640335.1
4058,23325,Punch,1.0,463550.7,645066.7,210,15.0,463614.0,645109.8
4059,19579,S12K,36.0,607400.8,596701.8,210,39.0,607209.6,596757.0
4043,12967,M16A4,1.0,389010.0,283047.7,210,23.0,389159.1,283371.4
4045,22262,M416,63.0,435386.6,625168.1,210,65.0,435306.8,637030.9
4046,13694,Kar98k,8.0,159832.8,402208.6,210,84.0,161817.5,408185.6
4047,11627,Down and Out,11.0,620386.3,304784.5,210,40.0,620339.1,304305.2
4048,10593,UMP9,9.0,424645.9,325509.3,210,25.0,424162.7,325731.1
4049,8654,S12K,6.0,211181.2,395171.5,210,23.0,211233.1,395100.5
4044,21212,M16A4,1.0,366327.5,416342.1,210,20.0,366134.8,416232.5
4051,11534,P92,4.0,667261.3,309188.2,210,11.0,667158.2,309412.9
4052,19137,UMP9,17.0,572417.1,379625.6,210,16.0,572767.7,378960.6
4053,16957,Down and Out,7.0,551826.8,128167.4,210,46.0,554070.7,127037.4
4054,22732,Down and Out,6.0,378703.4,126069.9,210,7.0,378845.3,126375.9
4055,7571,M16A4,15.0,210880.9,289996.6,210,26.0,210490.6,289848.0
4056,5316,AKM,56.0,368182.4,408372.6,210,75.0,367241.1,408558.8
4057,10585,Down and Out,9.0,423914.7,327073.9,210,25.0,425479.6,326880.2
4050,16974,AKM,7.0,551763.9,128249.1,210,46.0,553305.1,127184.3
4093,9921,Down and Out,8.0,364358.6,407059.1,211,39.0,364105.1,407429.2
4094,9912,S686,8.0,364400.3,407064.8,211,39.0,364302.2,407132.6
4095,3172,S1897,39.0,302558.7,504351.1,211,46.0,302632.8,501947.9
4096,355,Micro UZI,12.0,493174.5,231377.8,211,15.0,493075.9,231039.2
4097,16889,Down and Out,36.0,697866.3,331485.1,211,28.0,700190.7,339774.1
4101,4361,M16A4,21.0,456758.2,626699.9,211,18.0,437716.4,623458.9
4099,3230,UMP9,3.0,531810.1,234084.5,211,24.0,533639.8,234515.7
4100,22259,AKM,35.0,469659.3,646890.1,211,64.0,468818.9,646807.7
4102,3034,Down and Out,3.0,427728.0,293390.9,211,41.0,427726.3,294821.0
4104,20090,S1897,40.0,420547.2,327366.9,211,45.0,421416.8,327820.9
4092,244,SKS,33.0,468564.2,639331.8,211,41.0,468404.1,641190.4
4098,23770,SCAR-L,22.0,622258.6,301254.4,211,24.0,620191.8,302951.2
4091,14151,M416,4.0,423283.1,323993.3,211,25.0,430020.8,314809.4
4103,3040,SCAR-L,3.0,427946.6,294225.8,211,41.0,426677.5,295525.3
4089,14812,M416,9.0,439125.2,629243.6,211,18.0,437682.2,622777.0
4078,9309,UMP9,7.0,466072.9,645426.1,211,36.0,465254.7,649925.4
4079,14206,Tommy Gun,33.0,334547.5,167362.9,211,40.0,333811.8,167912.6
4080,9610,S1897,19.0,376372.2,117569.0,211,10.0,376206.4,117630.7
4081,14865,P1911,15.0,366045.8,397626.3,211,21.0,363707.5,399857.9
4082,11778,AKM,26.0,361133.1,402586.5,211,28.0,358823.8,404382.7
4090,21055,AKM,41.0,429478.5,632600.8,211,44.0,429618.2,636738.6
4084,4840,S1897,44.0,194522.5,301116.3,211,40.0,193754.4,301357.2
4085,23296,P1911,34.0,357399.6,392774.9,211,36.0,357541.8,392794.8
4086,7864,UMP9,10.0,372895.9,410572.2,211,40.0,372161.2,410339.3
4087,4223,AKM,20.0,569612.6,378022.8,211,26.0,569345.4,378299.3
4088,3123,Kar98k,9.0,565834.4,384167.5,211,32.0,565871.3,384751.0
4083,21225,Hit by Car,25.0,264669.9,551049.9,211,2.0,264379.5,550837.6
4121,9244,S1897,34.0,624467.6,304004.9,212,22.0,624305.1,303637.6
4122,22171,S686,14.0,626068.6,377768.1,212,23.0,625186.4,377674.5
4123,23585,S1897,25.0,575219.6,355671.1,212,46.0,577024.4,353874.2
4124,16975,SCAR-L,43.0,626093.6,303159.5,212,30.0,625873.2,303229.6
4125,24745,M16A4,6.0,176715.5,627341.6,212,75.0,179958.1,629823.0
4126,12179,Tommy Gun,10.0,569211.1,380002.8,212,72.0,568934.8,379385.6
4129,14445,SCAR-L,41.0,213194.4,283217.1,212,33.0,213461.5,282970.9
4128,18676,M416,20.0,213776.6,292521.8,212,,213703.5,292920.4
4130,3315,S12K,33.0,570372.9,252435.3,212,73.0,571146.0,252764.0
4131,1187,Down and Out,20.0,605431.1,477556.0,212,24.0,605267.1,476978.9
4120,4239,UMP9,9.0,422738.8,328017.7,212,27.0,422312.2,327846.6
4133,6857,P1911,23.0,402769.5,303348.6,212,26.0,402377.9,304089.8
4127,6705,S1897,64.0,446394.5,630140.2,212,67.0,447384.1,630242.4
4132,1189,Tommy Gun,14.0,451681.1,629433.5,212,22.0,451156.0,629434.4
4119,1202,Down and Out,20.0,605334.4,478348.4,212,24.0,603617.8,477274.9
4117,22665,Down and Out,21.0,287002.1,560478.9,212,26.0,288689.0,565156.4
4118,1183,Down and Out,20.0,605591.9,477618.9,212,24.0,604023.4,476654.3
4105,22689,SCAR-L,21.0,288646.2,564837.1,212,26.0,288606.3,565034.4
4106,2415,M416,41.0,223191.8,395973.2,212,31.0,223422.5,396176.2
4107,1237,Tommy Gun,20.0,605582.6,477813.3,212,24.0,604977.8,477706.2
4109,22651,Down and Out,21.0,287255.1,559967.1,212,26.0,287808.1,564428.8
4110,8268,AKM,21.0,419127.6,291992.8,212,20.0,417346.6,293886.9
4108,10028,P1911,10.0,372617.9,507517.6,212,22.0,369458.9,507310.6
4112,11813,M416,4.0,379087.8,477048.8,212,25.0,378309.1,476390.6
4113,13594,S12K,24.0,621757.5,373795.8,212,22.0,622207.0,372963.3
4114,22657,M416,9.0,170347.6,613783.4,212,2.0,170739.2,613899.3
4115,1301,S686,31.0,622562.8,378230.5,212,69.0,622282.7,379317.9
4116,22715,Down and Out,7.0,438002.8,628325.1,212,23.0,437813.9,622865.5
4111,13084,P92,22.0,124128.3,491244.7,212,16.0,124368.2,491163.8
4153,1072,M16A4,24.0,568428.7,251722.7,213,18.0,568088.7,250435.9
4161,4764,P92,40.0,193142.1,300816.8,213,44.0,194609.3,301054.4
4151,15589,SCAR-L,1.0,361638.1,403934.0,213,26.0,361569.0,403330.8
4152,24926,S12K,11.0,427641.5,641211.2,213,23.0,427113.8,641211.6
4154,664,S12K,40.0,362746.3,413429.3,213,41.0,362860.2,414023.6
4149,3460,S1897,14.0,421491.8,324835.2,213,4.0,420707.6,324518.9
4156,19089,SCAR-L,12.0,630862.4,305798.3,213,22.0,630260.9,305904.1
4157,2463,UMP9,22.0,627492.1,378340.2,213,7.0,626999.7,378337.6
4158,23317,Punch,1.0,466368.8,644579.6,213,15.0,463833.6,644970.2
4159,7927,Down and Out,32.0,396937.0,278784.7,213,43.0,396460.2,278738.1
4160,23899,M16A4,72.0,626922.4,379105.8,213,74.0,626702.4,380643.6
4155,1476,AKM,21.0,380498.5,475262.7,213,11.0,380502.0,476553.9
4148,4180,M16A4,16.0,417992.1,330515.2,213,27.0,418106.8,329059.0
4150,11716,S12K,28.0,573690.3,382630.2,213,,574515.8,381787.2
4146,1394,M16A4,18.0,573272.9,134819.9,213,37.0,572964.6,135083.6
4147,23131,S686,22.0,203295.9,273311.0,213,23.0,202979.0,273625.9
4134,7050,Micro UZI,4.0,163563.8,276541.2,213,39.0,168279.3,276930.1
4135,4984,Micro UZI,23.0,370031.2,398261.5,213,24.0,369822.0,398423.2
4136,14792,Tommy Gun,9.0,439161.1,629054.8,213,23.0,441893.1,626257.7
4138,16343,UMP9,7.0,422141.3,327859.4,213,24.0,423611.6,327797.2
4139,22647,Tommy Gun,24.0,339966.1,163577.5,213,17.0,340025.6,163809.3
4137,16878,Punch,22.0,436515.8,332973.7,213,27.0,436623.6,332977.7
4141,14243,S12K,24.0,604135.4,491112.9,213,21.0,604131.1,490787.6
4142,24581,Punch,4.0,226992.3,283692.6,213,24.0,226938.7,283633.1
4143,7932,Hit by Car,32.0,396712.1,278240.8,213,43.0,396624.1,278342.4
4144,3241,Vector,21.0,625116.2,302890.8,213,17.0,625212.3,302969.5
4145,2173,M416,32.0,550896.9,629184.4,213,65.0,550221.9,629662.9
4140,10776,UMP9,34.0,365673.6,393869.4,213,40.0,365335.5,394364.0
4183,3556,UMP9,20.0,601236.6,478318.1,214,17.0,600821.8,477842.9
4179,22315,Tommy Gun,20.0,363309.2,394876.2,214,23.0,363516.3,394818.9
4180,9496,M16A4,31.0,607289.1,479215.9,214,44.0,607012.6,477873.9
4181,2811,S1897,65.0,423886.3,327852.9,214,71.0,423797.9,327991.9
4182,7622,SKS,23.0,198735.0,280647.6,214,26.0,198793.3,279983.5
4184,19445,S1897,26.0,373681.6,412258.8,214,20.0,373578.6,412205.8
4192,278,M416,20.0,431361.3,628569.8,214,24.0,436129.1,636154.3
4186,22625,SCAR-L,8.0,356830.1,406002.2,214,27.0,356616.4,406028.0
4187,13707,S12K,79.0,623195.5,378385.2,214,83.0,623380.6,378369.4
4188,14643,UMP9,15.0,379097.3,475375.8,214,24.0,379225.2,475024.5
4189,23512,M16A4,6.0,626453.1,378621.2,214,9.0,626406.6,378834.1
4190,17096,Punch,25.0,414076.1,482686.6,214,24.0,414010.2,482750.0
4178,18415,M416,9.0,383417.3,476537.6,214,72.0,383135.7,476476.0
4185,5496,AKM,39.0,214804.7,396249.9,214,35.0,214713.6,396282.2
4177,20559,Down and Out,15.0,201781.5,285872.3,214,26.0,206285.5,287816.7
4191,2972,P92,38.0,360023.1,400287.4,214,36.0,360108.6,400261.9
4175,20476,Down and Out,50.0,431507.2,628432.0,214,44.0,421941.5,646931.3
4163,3479,Tommy Gun,11.0,210924.4,286992.9,214,25.0,211086.2,287009.8
4164,13392,S12K,19.0,372632.9,412837.2,214,37.0,371771.0,413161.7
4165,15070,Down and Out,11.0,567145.9,619177.0,214,46.0,565132.3,609721.8
4166,14099,Mini 14,55.0,367067.3,407114.1,214,67.0,367179.3,403660.2
4167,5578,M416,20.0,569479.9,380839.3,214,17.0,568765.8,381992.1
4168,10743,M416,24.0,686455.6,462190.9,214,39.0,687247.5,462024.3
4162,18013,M416,6.0,531719.1,489182.9,214,17.0,532012.8,489245.6
4170,11681,Mini 14,20.0,622117.1,379127.9,214,33.0,622028.1,379302.1
4169,20537,SCAR-L,15.0,200740.3,290313.4,214,26.0,206767.0,291168.4
4174,15061,SCAR-L,1.0,588300.0,597323.6,214,46.0,576232.4,604815.1
4176,24010,UMP9,28.0,181603.1,121509.7,214,13.0,181953.9,121737.4
4172,23144,S12K,6.0,162901.8,278322.8,214,24.0,162356.6,277701.9
4171,20605,Down and Out,15.0,201627.5,285825.7,214,26.0,208118.7,286668.3
4173,17806,SCAR-L,52.0,486482.3,274503.0,214,71.0,487666.3,276308.2
4209,4179,P92,6.0,552714.9,136261.8,215,26.0,553026.1,135803.3
4210,483,Micro UZI,5.0,354025.6,406654.9,215,76.0,353412.0,407891.8
4211,11527,AKM,25.0,654824.8,355259.4,215,25.0,654755.3,355426.6
4212,4666,Punch,5.0,591036.6,480976.9,215,25.0,597054.4,483396.2
