,Unnamed: 0,killed_by,killer_placement,killer_position_x,killer_position_y,time,victim_placement,victim_position_x,victim_position_y
12934,1657,M16A4,2.0,550854.3,546796.3,938,15.0,551087.9,543032.9
12935,14297,Down and Out,3.0,499472.8,493802.1,938,16.0,494229.2,485399.0
12936,14946,Down and Out,,,,938,24.0,319825.9,457274.9
12945,22852,M416,5.0,535237.9,307532.9,939,20.0,535846.9,313045.1
12946,24818,Down and Out,2.0,573848.4,465617.3,939,13.0,570396.9,466755.7
12944,24820,Down and Out,2.0,573848.4,465617.3,939,13.0,570257.7,466765.6
12948,22835,Down and Out,5.0,535453.9,307456.0,939,20.0,533506.1,313198.2
12947,24850,M416,2.0,574080.1,465791.8,939,13.0,568335.8,465987.2
12943,23272,AKM,12.0,551162.4,561010.1,939,20.0,551554.0,560901.8
12941,13043,Down and Out,,,,939,26.0,0.0,0.0
12942,3332,Bluezone,,,,939,33.0,533826.6,368230.2
12940,11529,M16A4,10.0,435405.9,332911.6,939,9.0,436918.6,333197.8
12939,18844,Down and Out,13.0,461504.6,478726.5,939,19.0,462448.2,471580.8
12938,18813,SKS,13.0,455255.3,474621.9,939,19.0,463517.9,469841.8
12937,4743,SKS,12.0,246630.9,243244.1,939,11.0,242020.0,228381.2
12949,17565,SCAR-L,8.0,302590.0,504100.2,940,11.0,303245.5,504164.6
12950,13058,M416,6.0,437559.7,249649.8,940,16.0,456173.5,243541.0
12951,21831,AKM,9.0,327234.2,444005.9,940,11.0,327530.9,443883.3
12958,20352,M16A4,22.0,105796.6,453248.8,941,23.0,106498.2,453220.4
12957,12075,Down and Out,,,,941,23.0,0.0,0.0
12956,20816,M416,5.0,158866.3,329736.3,941,10.0,145374.0,331603.8
12953,20514,Grenade,19.0,496869.8,265046.6,941,19.0,496869.8,265046.6
12954,20367,Down and Out,22.0,105609.0,452865.2,941,23.0,106050.7,453278.0
12952,24329,Kar98k,20.0,537211.5,444036.6,941,28.0,535828.7,447546.5
12955,20594,Down and Out,14.0,528902.4,271252.6,941,19.0,516361.5,252276.5
12963,19293,Mini 14,1.0,395592.3,169690.1,942,14.0,399788.5,175488.4
12965,15093,SKS,10.0,328582.9,551436.4,942,13.0,332177.1,536078.1
12964,11293,Falling,5.0,334811.1,218934.2,942,5.0,336428.8,219089.2
12962,3409,Down and Out,1.0,517435.8,499421.8,942,11.0,515554.2,499147.2
12961,18629,Down and Out,14.0,266933.8,388357.4,942,14.0,271708.1,381024.3
12960,3469,SCAR-L,1.0,515305.1,499043.1,942,11.0,515240.7,498993.2
12959,16232,SCAR-L,17.0,396933.6,288812.7,942,33.0,393857.5,288791.5
12966,2426,AKM,17.0,272229.1,308554.7,943,20.0,270813.3,304493.1
12967,1601,SCAR-L,21.0,338043.4,433307.9,943,24.0,336612.6,428439.3
12968,4876,M416,7.0,345823.5,388750.0,943,11.0,333882.8,382361.7
12969,10679,M416,1.0,403967.9,287010.0,943,21.0,405330.0,284076.1
12970,5377,M416,27.0,364718.6,296290.5,943,34.0,363965.6,295180.1
12971,7633,Down and Out,4.0,214257.0,285676.8,943,15.0,233606.4,279559.5
12972,13089,SKS,6.0,436895.3,253174.9,943,16.0,455075.5,244087.7
12973,11434,M16A4,28.0,479554.9,327782.2,943,32.0,482548.3,333348.2
12974,3560,M416,11.0,183119.4,300639.9,943,13.0,187988.9,280688.2
12975,21088,M416,16.0,355362.9,572792.4,943,15.0,361230.2,580455.8
12976,2404,Down and Out,17.0,272478.8,308436.4,943,20.0,269989.8,308267.6
12977,11564,AKM,1.0,584101.1,337957.1,943,15.0,583840.1,337873.4
12984,1403,SCAR-L,4.0,351742.5,568398.9,944,19.0,367124.6,584422.8
12983,9615,M16A4,7.0,420241.6,324656.8,944,15.0,418678.3,315414.6
12985,7092,Down and Out,18.0,324642.8,376715.2,944,16.0,322595.7,377959.1
12982,5326,UMP9,7.0,398693.3,301826.2,944,33.0,398410.6,301414.7
12981,16371,M416,4.0,578643.7,327791.4,944,11.0,581466.8,328149.6
12980,16367,Down and Out,4.0,578139.4,328534.4,944,11.0,581385.4,328163.8
12979,16370,Down and Out,4.0,585406.9,326576.9,944,11.0,581236.1,328241.4
12978,17778,M416,6.0,442587.9,414906.7,944,14.0,437237.8,417849.1
12996,12918,Down and Out,6.0,551522.8,546977.3,945,16.0,551984.2,543854.6
12995,9365,M416,8.0,328382.1,281068.7,945,14.0,328601.9,280318.5
12994,17007,SCAR-L,8.0,551816.4,560868.7,945,23.0,550773.8,560917.3
12993,24370,SCAR-L,11.0,546862.1,515846.1,945,27.0,546839.6,517942.8
12992,16978,Down and Out,8.0,552274.2,562167.1,945,23.0,550834.1,559660.7
12991,3202,M416,1.0,314539.5,327448.8,945,27.0,316976.5,329801.8
12990,12199,M16A4,4.0,421877.6,331943.3,945,37.0,422538.2,331149.8
12989,12923,Falling,6.0,551522.9,546977.4,945,16.0,552419.5,546989.1
12988,6685,M16A4,37.0,330210.5,546244.4,945,38.0,332183.4,535735.9
12987,24908,M416,1.0,353613.5,570600.8,945,11.0,353697.0,571215.0
12986,8623,M416,8.0,168319.0,578406.4,945,21.0,182586.0,579148.8
13005,9231,Down and Out,,,,946,44.0,0.0,0.0
13004,1514,SCAR-L,2.0,185594.1,296468.1,946,17.0,186123.7,297251.1
13003,20841,M416,5.0,158866.3,329736.3,946,11.0,145375.3,332847.9
13002,20068,Down and Out,,,,946,47.0,0.0,0.0
13000,18968,AKM,1.0,583083.4,335472.8,946,23.0,581826.0,334007.3
12999,22237,Mini 14,30.0,568131.7,177978.9,946,33.0,567919.9,184661.6
12998,18922,Down and Out,1.0,583064.9,335488.8,946,23.0,582304.3,333829.9
12997,20820,Down and Out,10.0,140112.9,332915.8,946,11.0,143663.9,333361.6
13001,11555,M16A4,10.0,436988.0,333146.2,946,9.0,436610.7,332748.8
13010,11563,AKM,1.0,583861.2,337922.4,947,15.0,583519.9,337871.9
13006,7399,Down and Out,17.0,452354.3,281627.4,947,18.0,446936.1,279093.7
13007,10316,Down and Out,,,,947,28.0,0.0,0.0
13008,17450,Bluezone,,,,947,15.0,432343.7,180217.8
13009,7415,SCAR-L,17.0,449301.6,278584.6,947,18.0,448606.5,278076.0
13011,24336,SCAR-L,21.0,525276.7,482477.4,948,26.0,525106.1,482677.8
13012,17598,M416,1.0,546871.4,515288.7,948,11.0,526427.7,482879.8
13013,12309,Down and Out,,,,948,7.0,403534.2,447733.7
13016,10023,M416,1.0,537724.8,315370.2,949,15.0,536909.6,315144.1
13017,5554,Down and Out,1.0,446801.4,294186.1,949,22.0,446549.8,295584.5
13014,5529,M16A4,1.0,446795.9,294185.6,949,22.0,446868.2,295602.0
13015,18323,M416,10.0,205706.5,473693.8,949,16.0,211070.6,466838.1
13027,22247,AKM,26.0,390616.9,286553.2,950,32.0,389760.4,286263.7
13021,20453,Grenade,21.0,319041.6,430164.5,950,21.0,319041.6,430164.5
13029,7833,M416,3.0,347292.8,443015.3,950,14.0,362611.5,413478.6
13026,11163,Grenade,19.0,350513.2,377768.9,950,19.0,350513.2,377768.9
13028,18199,SCAR-L,11.0,520012.3,448606.3,950,26.0,519586.0,450015.9
13025,1944,Down and Out,6.0,323975.0,401715.3,950,15.0,323941.6,401642.5
13019,1925,Down and Out,6.0,324714.3,401222.6,950,15.0,324583.1,401552.6
13023,23531,SCAR-L,10.0,572529.9,348900.6,950,22.0,571407.6,347494.6
13022,1981,Down and Out,6.0,324224.6,401841.9,950,15.0,324461.3,401003.4
13020,1945,S686,6.0,324724.3,401449.8,950,15.0,324484.6,401824.9
13024,17894,M16A4,4.0,485754.2,298203.8,950,13.0,490932.0,289107.2
13018,4698,M416,14.0,401828.7,137885.1,950,9.0,406695.5,140798.3
13039,16042,M416,1.0,551713.0,561729.8,951,19.0,552675.6,536367.3
13038,20444,Bluezone,,,,951,21.0,0.0,0.0
13037,18039,Mini 14,4.0,365679.5,488421.9,951,5.0,365707.9,488285.9
13036,11544,AKM,1.0,583847.3,336687.0,951,15.0,583879.4,336767.8
13035,16230,AKM,27.0,357400.5,246397.3,951,32.0,360380.5,248875.8
13034,3803,M16A4,10.0,361967.3,384320.0,951,29.0,367548.3,388803.9
13033,11152,Bluezone,19.0,0.0,0.0,951,19.0,350466.2,377660.3
13032,2572,Down and Out,16.0,264891.1,276091.8,951,20.0,264431.6,278559.2
13031,16913,SKS,4.0,503043.1,417028.9,951,16.0,496521.4,430508.5
13030,18494,SKS,10.0,549976.3,340214.8,951,33.0,543393.6,337230.8
13047,16135,SCAR-L,8.0,349178.3,386502.5,952,34.0,349949.7,387099.2
13048,19537,Down and Out,8.0,523365.8,347753.8,952,24.0,529241.6,401649.1
13046,4058,Down and Out,17.0,405304.6,311773.8,952,19.0,410401.8,315887.4
13045,19541,M416,8.0,523365.8,347753.8,952,24.0,529516.0,401775.6
13041,18377,Down and Out,16.0,216157.9,467878.8,952,10.0,205760.4,479283.6
13043,15127,SCAR-L,14.0,616001.4,497556.3,952,20.0,615957.3,497251.7
13042,2141,Bluezone,,,,952,36.0,352722.8,537613.5
13040,4067,Grenade,17.0,405239.6,311330.3,952,19.0,409802.7,315429.7
13044,4584,M416,7.0,451713.7,181416.0,952,16.0,448236.9,183010.2
13049,16194,SCAR-L,8.0,349393.7,386718.4,953,33.0,350592.2,387825.2
13050,23912,SCAR-L,7.0,273576.5,325413.7,953,40.0,272920.3,323447.6
13051,2579,AKM,16.0,263894.7,276328.7,953,20.0,264062.7,278491.3
13052,11596,Down and Out,12.0,320600.1,324664.9,953,18.0,319345.7,325417.5
13053,12707,M16A4,2.0,411706.3,108036.8,953,23.0,413621.9,94330.03
13054,4654,SCAR-L,7.0,451713.7,181416.0,953,16.0,450293.0,178683.0
13055,11671,AKM,12.0,317818.9,325857.2,953,18.0,316877.8,325845.8
13062,18866,Motorbike,8.0,439502.5,427641.6,954,8.0,439603.6,427604.8
13061,18376,UMP9,11.0,295512.4,302164.8,954,14.0,295745.5,302371.6
13059,16283,Bluezone,,,,954,31.0,482199.6,328328.3
13060,14199,Down and Out,6.0,493414.2,340131.7,954,18.0,495285.1,348679.6
13057,14166,M416,6.0,490989.1,346409.8,954,18.0,495361.9,348839.3
13058,4745,Down and Out,9.0,402741.7,133963.4,954,14.0,401767.2,137707.5
13056,24526,Down and Out,3.0,245801.6,252900.4,954,11.0,245301.7,280472.2
13063,24771,M416,8.0,503875.3,427343.8,955,9.0,499625.7,420858.1
13064,19799,M16A4,4.0,615734.0,331069.4,955,16.0,616352.2,330678.7
13065,19793,Down and Out,4.0,615834.6,331745.9,955,16.0,616167.1,331242.7
13066,749,UMP9,18.0,138011.4,301580.4,955,17.0,137822.0,301280.9
13067,1873,M16A4,11.0,495318.2,426502.2,955,19.0,500537.3,422772.5
13068,17674,Down and Out,1.0,546956.6,515322.2,955,,505772.8,467504.5
13069,755,Bluezone,18.0,0.0,0.0,956,17.0,137972.3,300789.8
13070,786,Groza,17.0,138187.5,300544.6,956,18.0,137995.0,301340.8
13071,24322,Kar98k,23.0,432017.6,473389.5,956,25.0,446577.2,470962.3
13072,7834,Down and Out,12.0,114628.4,309694.6,956,18.0,113396.0,312862.8
13073,5117,M416,14.0,558850.1,395984.5,956,12.0,561568.6,389041.2
13074,4744,Down and Out,9.0,409136.4,140225.4,956,14.0,401190.8,140171.4
13075,743,Down and Out,17.0,137922.7,301535.7,956,18.0,138016.4,300698.3
13079,4215,Down and Out,2.0,613514.4,422105.3,957,13.0,615113.8,423609.6
13078,6765,M16A4,2.0,668874.3,164571.6,957,17.0,670100.6,159624.7
13077,24272,AKM,10.0,360373.1,290871.9,957,,360878.0,291737.2
13076,14127,M416,10.0,341449.1,345930.0,957,26.0,358228.2,334406.9
13080,3138,M16A4,23.0,475418.7,465954.8,958,29.0,474160.4,464644.3
13087,6610,Grenade,16.0,559112.8,526647.4,959,16.0,559112.8,526647.4
13081,872,M249,7.0,677060.9,396011.3,959,22.0,681934.8,404706.2
13082,23802,M16A4,20.0,544497.9,623648.4,959,32.0,537781.1,630799.7
13083,7538,M416,3.0,664281.9,526585.6,959,15.0,663455.4,524126.1
13084,960,Motorbike,17.0,578758.8,459662.7,959,17.0,578758.8,459662.7
13085,6792,Hit by Car,5.0,324589.4,284244.1,959,16.0,324668.4,284732.9
13086,888,Down and Out,7.0,684508.1,392825.2,959,22.0,682038.4,404317.9
13088,7483,Down and Out,3.0,663771.6,528038.9,959,15.0,662469.9,522822.4
13093,7134,Kar98k,2.0,548428.0,369202.2,960,17.0,549387.4,382601.9
13092,16285,Bluezone,,,,960,30.0,444840.5,351169.1
13094,22802,M416,13.0,390866.8,347328.8,960,14.0,390237.6,346119.1
13090,16575,M16A4,14.0,561436.4,388199.9,960,19.0,558907.9,391879.7
13089,24207,M416,4.0,502515.8,279348.7,960,14.0,503185.5,279565.2
13091,10626,Dacia,,,,960,20.0,528605.5,270772.3
13095,10680,Dacia,,,,960,20.0,528401.4,270680.0
13101,18907,Hit by Car,15.0,477748.8,312725.7,961,,477297.3,312828.4
13103,6159,Kar98k,3.0,197848.0,325818.6,961,30.0,190448.7,316879.5
13100,19120,RedZone,,,,961,7.0,540090.0,583938.4
13102,23576,Down and Out,5.0,424565.8,297164.2,961,21.0,420502.4,301678.7
13098,9236,Kar98k,1.0,432155.1,455191.8,961,17.0,427869.0,454263.2
13097,23967,AKM,3.0,422190.7,266103.3,961,15.0,422640.0,265941.1
13099,23575,AKM,5.0,422385.0,298863.9,961,21.0,418125.4,299780.3
13096,23798,Grenade,31.0,421309.4,383550.5,961,31.0,421309.4,383550.5
13114,20100,Falling,,,,962,18.0,454430.9,177684.5
13113,9437,M16A4,5.0,370313.9,121077.6,962,5.0,370415.5,121273.4
13112,10248,M416,23.0,424084.2,361974.5,962,13.0,0.0,0.0
13111,7089,M416,14.0,327619.0,378608.7,962,18.0,320677.1,376182.3
13110,9554,Kar98k,3.0,451059.2,243597.6,962,14.0,448115.3,253049.7
13109,9556,Down and Out,3.0,450632.0,243097.3,962,14.0,448478.9,252552.5
13108,15636,SCAR-L,1.0,440730.2,490324.5,962,20.0,0.0,0.0
13107,13661,Grenade,10.0,439470.9,427189.8,962,13.0,438929.3,426974.5
13106,15655,Down and Out,1.0,440807.9,490478.6,962,20.0,443186.2,491790.3
13105,7033,Down and Out,14.0,327557.8,378671.3,962,18.0,324128.2,378034.6
13104,18964,Down and Out,15.0,479858.6,312646.5,962,,479342.8,312525.2
13124,11851,M416,3.0,448275.0,252588.0,963,17.0,472854.1,241933.2
13123,17455,M16A4,8.0,411551.0,314865.4,963,14.0,407176.2,312748.6
13122,15638,Down and Out,1.0,440673.8,490628.2,963,20.0,443558.8,491374.0
13120,17435,Down and Out,8.0,411589.6,315234.7,963,14.0,408175.4,315280.7
13121,9600,M416,1.0,475008.0,309863.4,963,13.0,474621.9,310139.7
13118,23089,UMP9,3.0,543275.4,459202.4,963,23.0,542936.4,460812.7
13117,15956,SCAR-L,6.0,373990.5,400343.6,963,9.0,373947.2,400997.3
13116,15971,Down and Out,6.0,374028.6,400997.3,963,9.0,373797.9,400129.2
13115,15970,Down and Out,6.0,368465.6,402281.8,963,9.0,372633.8,402131.8
13119,9614,Down and Out,1.0,471727.5,314543.2,963,13.0,472074.3,313212.7
13132,586,Kar98k,2.0,557957.8,565597.9,964,13.0,539799.4,563442.5
13130,630,Down and Out,2.0,557529.4,564925.6,964,13.0,548561.4,563384.3
13129,13640,M16A4,13.0,438604.8,427515.9,964,10.0,435148.7,427085.3
13131,13666,AKM,10.0,439324.8,427278.7,964,13.0,439104.5,426927.3
13127,15261,AKM,7.0,470908.0,473874.9,964,12.0,470323.5,473086.9
13126,12713,M16A4,2.0,409171.3,104037.0,964,23.0,409675.6,99585.58
13125,17533,Down and Out,5.0,345286.0,559404.3,964,16.0,355327.5,573256.6
13128,14250,M416,2.0,141351.3,521883.9,964,28.0,0.0,0.0
13133,11820,SCAR-L,14.0,474148.5,246900.7,965,17.0,472994.3,242579.5
13134,15718,UMP9,10.0,480287.5,274561.9,965,31.0,480310.8,278830.3
13135,2697,S1897,9.0,361720.1,292299.3,966,25.0,0.0,0.0
13136,2362,Down and Out,5.0,252091.9,190802.6,966,19.0,251306.7,190358.4
13137,2380,UMP9,5.0,252826.7,192491.9,966,19.0,252328.9,190660.0
13144,5519,Down and Out,3.0,215867.8,302791.0,967,21.0,221709.2,294368.4
13146,19425,Bluezone,,,,967,12.0,628933.0,407295.8
13145,10646,SKS,5.0,590964.4,458087.3,967,19.0,594439.8,464790.5
13147,11440,Bluezone,,,,967,31.0,577147.8,456125.6
13143,10595,Down and Out,5.0,593318.4,458600.9,967,19.0,588062.4,461097.0
13140,8037,Mini 14,29.0,353080.1,398528.6,967,33.0,347137.7,397342.5
13141,18903,M416,20.0,592724.7,298580.6,967,16.0,592030.6,296508.7
13139,22437,SKS,17.0,340692.2,546679.8,967,20.0,329222.6,542409.4
13138,2458,M16A4,16.0,215298.2,560463.4,967,8.0,215501.8,560266.9
13142,5532,M416,3.0,216461.2,302078.5,967,21.0,223234.5,287469.8
13160,16827,SCAR-L,2.0,512367.2,363436.9,968,16.0,509095.2,363298.2
13159,24313,AKM,1.0,359079.3,293503.1,968,10.0,358718.2,291697.6
13158,3306,M416,26.0,442781.6,420164.2,968,32.0,452959.1,425834.3
13157,4931,Vector,8.0,333760.7,547899.3,968,9.0,334481.0,547929.3
13156,14972,Bluezone,,,,968,23.0,364348.2,148084.9
13155,15094,Down and Out,7.0,387616.3,374675.3,968,19.0,378572.9,367844.5
13153,18669,M416,11.0,268752.2,388919.5,968,14.0,268017.2,388894.6
13152,24593,AKM,14.0,399515.8,285359.2,968,6.0,399272.7,282749.2
13151,11964,Uaz,18.0,574388.4,362421.6,968,20.0,579053.4,372136.0
13150,14954,Down and Out,23.0,364408.2,147692.5,968,23.0,368876.2,153887.4
13149,15091,Kar98k,18.0,365024.3,353257.7,968,19.0,378487.1,357722.7
13148,20318,SCAR-L,8.0,351189.9,311559.2,968,10.0,349104.4,311918.1
13154,10297,Mini 14,13.0,413410.2,324598.2,968,,414005.2,329691.6
13167,875,Kar98k,19.0,497301.6,362635.1,969,21.0,490975.4,366993.3
13166,9134,SCAR-L,5.0,353851.1,571120.6,969,17.0,349720.2,564774.6
13165,3271,Down and Out,8.0,573668.1,258987.0,969,16.0,567267.1,258867.2
13162,14269,M16A4,6.0,337400.4,445131.0,969,15.0,338111.3,445738.9
13163,849,UMP9,21.0,490975.4,366993.3,969,19.0,490925.9,366466.8
13161,837,Down and Out,19.0,490969.8,366178.2,969,21.0,490232.3,369365.8
13164,24643,Hit by Car,3.0,617563.3,396588.8,969,22.0,0.0,0.0
13168,3429,Down and Out,4.0,619811.8,493260.5,970,10.0,615896.4,496420.4
13169,3442,Down and Out,4.0,618960.1,493092.8,970,10.0,619243.1,493498.7
13170,5156,SCAR-L,12.0,561589.8,388870.5,970,14.0,561144.8,390117.8
13171,18532,Down and Out,10.0,360883.9,396845.1,970,18.0,355063.7,393010.4
13172,18535,SCAR-L,10.0,361552.4,396627.2,970,18.0,356422.6,391439.2
13173,18402,Down and Out,11.0,295746.9,301136.1,970,14.0,295325.1,301152.8
13174,3470,M416,4.0,621352.8,494461.9,970,10.0,621242.4,494878.5
13175,2281,UMP9,17.0,282142.6,526103.3,970,33.0,280912.2,527396.8
13185,13599,AKM,10.0,0.0,0.0,971,13.0,438707.3,427562.5
13184,17027,M416,8.0,550727.9,561039.5,971,21.0,551111.8,564558.4
13183,23779,AKM,29.0,357890.1,576340.4,971,30.0,359947.1,577090.9
13182,16926,SCAR-L,4.0,497051.5,423580.3,971,16.0,493929.9,427407.8
13181,14225,Mini 14,1.0,354009.7,407328.8,971,17.0,344374.9,401511.1
13179,16985,Bluezone,,,,971,25.0,0.0,0.0
13178,16197,M416,6.0,321197.0,426584.2,971,32.0,324008.3,425593.8
13176,17028,Down and Out,8.0,551569.2,561295.6,971,21.0,551707.9,563906.7
13180,13312,Kar98k,7.0,256728.5,316335.2,971,16.0,269370.3,335276.2
13177,13351,Down and Out,7.0,257694.3,316291.1,971,16.0,267183.6,333980.9
13193,19334,AKM,12.0,535243.7,323330.1,972,10.0,535011.4,323277.1
13186,17135,Down and Out,8.0,363689.6,217720.1,972,13.0,362361.9,216722.8
13187,16104,UMP9,11.0,514261.6,488114.8,972,18.0,513278.6,491256.8
13188,18359,Down and Out,10.0,205700.6,473790.8,972,16.0,209996.9,467677.3
13189,19633,SCAR-L,9.0,547119.1,286166.6,972,23.0,547145.0,284692.3
13190,18348,Down and Out,10.0,205723.1,474060.1,972,16.0,210045.3,468648.8
13191,11223,M416,5.0,114929.6,542857.3,972,18.0,122161.2,548601.8
13192,16099,Down and Out,11.0,507857.8,485398.9,972,18.0,513453.5,491150.2
13194,15774,Uaz,2.0,196415.2,523971.6,972,15.0,190551.8,511586.8
13195,18324,M416,10.0,206019.1,477665.1,972,16.0,207604.2,474118.2
13196,17145,M416,8.0,362996.9,218028.0,972,13.0,362960.6,215686.0
13197,15783,Uaz,2.0,196415.2,523971.6,972,15.0,190470.6,511624.8
13198,2194,SCAR-L,7.0,372568.3,493886.5,972,18.0,369266.6,490905.0
13204,13760,SCAR-L,23.0,363561.1,373966.2,973,38.0,350500.6,367907.9
13201,1495,UMP9,15.0,339300.5,533847.3,973,16.0,336311.4,529048.9
13205,4923,Vector,8.0,333347.6,547556.4,973,9.0,334183.8,547253.0
13203,18789,Down and Out,18.0,362973.3,355106.5,973,5.0,363497.4,357915.8
13200,16838,AKM,2.0,510772.5,363151.0,973,16.0,508913.2,361441.2
13199,23069,UMP9,3.0,547510.4,454529.7,973,23.0,541450.9,458954.6
13202,13630,AKM,10.0,438969.6,426880.3,973,13.0,438671.1,427253.8
13206,3619,Down and Out,1.0,356372.3,289638.1,974,9.0,342961.2,290835.2
13207,920,RedZone,,,,974,16.0,241632.0,259603.3
13208,18047,Mini 14,3.0,483328.6,337445.0,974,11.0,484322.9,324090.4
13209,13054,Down and Out,4.0,163867.4,289663.7,974,26.0,164349.9,290307.3
13210,1876,Bluezone,18.0,574263.0,326838.9,974,15.0,580823.6,326592.8
13211,13092,SCAR-L,4.0,163370.3,290379.2,974,26.0,164879.2,290437.7
13212,13453,SCAR-L,3.0,341263.1,545501.6,974,15.0,336716.2,545092.6
13213,8568,M416,15.0,290918.7,444380.8,974,20.0,290790.2,445159.3
13214,11860,Mini 14,3.0,446634.3,254011.1,974,16.0,445039.5,261058.6
13215,18041,Down and Out,3.0,483507.5,337457.1,974,11.0,484041.9,324124.9
13221,9955,Drown,,,,975,23.0,284318.3,276540.6
13222,6036,AKM,2.0,550529.4,590963.6,975,4.0,550769.7,561880.4
13223,15271,Micro UZI,12.0,468440.0,472960.2,975,7.0,468348.4,472427.1
13220,17521,M416,5.0,345178.7,559315.5,975,16.0,367843.3,586259.2
13218,1006,AKM,7.0,368613.3,418849.6,975,17.0,367399.5,419664.2
13217,23212,Kar98k,3.0,583173.0,335557.9,975,19.0,573472.7,325776.4
13216,12160,M416,25.0,570305.9,367067.7,975,36.0,581075.4,376001.2
13219,12536,M416,6.0,388125.0,335440.5,975,9.0,387973.7,337154.3
13224,22202,AUG,2.0,495911.1,280090.1,976,31.0,494527.2,277433.0
13225,3025,SCAR-L,3.0,409843.8,308578.1,976,20.0,410886.9,307445.2
13226,2303,SCAR-L,5.0,206082.6,484309.3,976,32.0,204905.2,487344.6
13240,21431,M16A4,17.0,484449.7,293289.5,977,15.0,496283.1,283355.4
13238,14038,Drown,,,,977,12.0,293077.2,285732.6
13237,24345,AKM,20.0,535904.3,445405.8,977,24.0,522546.6,433026.0
13236,1530,M16A4,2.0,203175.5,486556.3,977,23.0,204331.3,487807.1
13235,4728,AKM,9.0,406619.8,140623.3,977,14.0,401836.2,140866.2
13234,21565,Down and Out,18.0,408037.5,368876.7,977,21.0,396710.7,370247.7
13239,6503,Down and Out,4.0,354814.0,316841.5,977,16.0,353501.9,316030.1
13232,5149,Mini 14,7.0,502686.3,326992.4,977,10.0,513312.2,344354.6
13231,22368,Hit by Car,11.0,309278.8,486700.0,977,6.0,309855.9,486066.3
13230,1532,Down and Out,2.0,203144.7,486589.8,977,23.0,204578.6,487612.9
13229,22806,M416,8.0,493868.2,275163.2,977,16.0,493314.4,276661.2
13228,6487,UMP9,4.0,353762.7,316372.2,977,16.0,353202.2,315294.2
13227,4862,Down and Out,9.0,334319.0,547002.8,977,8.0,333658.0,547577.4
13233,24428,Down and Out,,,,977,7.0,712971.7,255650.8
13250,7557,Down and Out,1.0,401746.9,308661.8,978,16.0,400002.7,308854.1
13249,22607,Kar98k,7.0,585669.9,386637.2,978,14.0,585773.5,394814.7
13248,7621,M416,4.0,221613.7,278163.1,978,15.0,243163.8,278258.6
13247,24600,M416,6.0,402490.3,288903.9,978,14.0,398903.5,286524.2
13246,7562,Down and Out,1.0,402414.2,308154.2,978,16.0,401590.8,308825.3
13244,15220,AKM,7.0,472943.5,475042.6,978,12.0,472923.5,474295.4
13243,16818,SCAR-L,2.0,509413.2,362650.8,978,16.0,508815.8,361423.1
13242,3359,Mini 14,9.0,532929.3,595679.5,978,31.0,517327.2,598846.1
13241,7569,AKM,1.0,400289.8,309125.7,978,16.0,398844.4,309380.6
13245,19261,AKM,1.0,395128.6,169894.8,978,14.0,395359.2,169971.9
13251,7132,Grenade,20.0,397452.6,352274.5,979,20.0,397452.6,352274.5
13252,11259,Bluezone,,,,979,43.0,0.0,0.0
13253,24005,M16A4,15.0,432564.9,272344.8,979,3.0,432188.9,271685.8
13254,7184,Down and Out,20.0,396608.6,354612.9,979,20.0,396258.6,353231.2
13255,19792,Hit by Car,1.0,481359.6,106758.3,979,15.0,481863.3,106418.7
13256,2353,Bluezone,,,,979,31.0,396394.9,519200.9
13261,11831,AKM,9.0,337855.8,397464.6,980,11.0,337996.1,397253.8
13259,24649,M416,6.0,399332.6,286136.7,980,14.0,399981.8,287052.9
13260,21548,M16A4,18.0,404724.2,372524.6,980,21.0,393461.2,373817.8
13257,17046,Down and Out,1.0,537042.1,445362.9,980,13.0,536049.6,439515.8
13258,16417,M16A4,11.0,373632.6,416946.4,980,14.0,372637.8,416174.0
13262,3476,Down and Out,6.0,356543.4,511728.7,981,9.0,364688.9,513452.3
13263,1332,SCAR-L,5.0,354494.9,571746.3,981,42.0,355434.4,573084.4
13264,3343,Kar98k,14.0,360553.9,577718.3,981,30.0,367444.1,584608.1
13265,3453,Down and Out,6.0,367434.3,505560.7,981,9.0,363385.3,506502.5
13266,24586,AKM,6.0,402200.8,289360.6,981,14.0,396637.8,288989.9
13267,11198,AKM,17.0,134366.4,350759.2,981,2.0,133303.6,352249.1
13268,3417,Down and Out,6.0,369065.3,504950.2,981,9.0,367804.7,507996.8
13269,3444,AKM,6.0,368705.2,504206.2,981,9.0,364486.8,508556.9
13277,5345,M416,25.0,466907.6,312015.7,982,31.0,469166.1,305215.2
13276,1832,SCAR-L,11.0,499823.9,423477.4,982,19.0,503868.6,423489.3
13275,2295,Mini 14,9.0,114267.6,468054.3,982,30.0,88897.3,475009.8
13274,23768,Mini 14,10.0,474072.3,264330.2,982,5.0,474259.3,265012.6
13270,5327,UMP9,29.0,429272.5,154653.5,982,32.0,429409.3,155115.2
13272,21581,SCAR-L,8.0,465204.9,354488.5,982,20.0,483113.9,345926.0
13271,5798,Down and Out,13.0,537488.4,313736.9,982,20.0,538117.1,314438.6
13273,5805,M416,13.0,536469.3,313835.5,982,20.0,537051.3,314096.6
13282,18398,UMP9,8.0,329255.4,392219.4,983,15.0,329540.3,391611.9
13283,11292,Grenade,22.0,251113.5,281976.3,983,22.0,251113.5,281976.3
13281,22107,Down and Out,4.0,671381.4,416354.9,983,14.0,667697.0,416370.2
